Province,Accommodation,Category/ranking,Email,Tel,Fax,Address
Casablanca,Suisse,4*,hotelsuisse@menara.ma,022.39-60-61à 64,022.36-77-58,Bd de la Cornicha Ain Diab
Casablanca,Toubkal,4*,hoteltoubkal.bestw@menara.ma,022.31-14-13,022.31-22-87,"9, Rue Sidi Belyout, Av. Des FAR"
Casablanca,Val d'anfa,4*,clubval-danfa@casanet.net.ma,022.79.70.70,022.79.72.72,N 11 Bd Biartz        
Casablanca,Villa Blanca ex Dawliz,4*,casa@ledawliz.com,022.39-12-25/022 39 25 10,022.39-14-29,Bd. de la Corniche Ain Diab
Casablanca,Washington,4*,info@hotelwashington-casa.com,022/20-03-77,022/27-59-95,"26, Bd Rahal El Meskini rond point Mers Sultan"
Casablanca,Wellness and sport,4*,,,,
Casablanca,Zenith ex Galaxi,4*,INFO@GALAXYHOTELMAROC.COM,022.89.49.49,022.89.49.50,"Bd d'El Jadida ,Ang. 1077 Lissasfa"
Casablanca,GoldenTulip Farah,5*,a.ghannam@cmkd-morocco.com,022.31.12.12,022.31.65.14,"160,  Av. des FAR"
Casablanca,Hyatt Regency,5*,sales.casablanca@hyattinti.com,022/26-12-34 /43-12-34,022/21-22-22,"Place des Nations Unies, 20000"
Casablanca,Kenzi Tower Hotel,5*,,0522.95.89.89,,
Casablanca,Palace dAnfa ,5*,salesrmm@lemeredienmaroc.com,022/95-43-00,022/36-61-35/32 36 36 ,171 Bd d'Anfa
Casablanca,Parc plaza,5*,crownplaza@cpessadotel.com,022/29-49-49/48 80 00,022/29-30-29/29 30 35,Rond-Point Hassan II 20000
Casablanca,Royal Mansour,5*,aalaoui@lemeridienmaroc.com,022/31-30-51   022/31-21-12,022/31-25-83   022/31-48-18,"27,Av. des F.A.R. 21 000"
Casablanca,Sheraton,5*,reservations00307@sheraton.com,022/43-94-94,022/31-51-36,"100 Av. des FAR, BP.7582, 20000"
Casablanca,Dar Tahra,Maison d'hôte,,,,"Bd Panoramique, Quartier  les Crétes "
Casablanca,Dream village,Maison d'hôte,,,,Sidi Moussa El Majdoub 
Casablanca,Jnane sheherazade,Maison d'hôte,jnaneshehrazade@menara.ma,022/ 82 44 44,0 22 82 12 74,"8 ,Rue de Balgrade mers sultan ,ElFida "
Casablanca,Le doge ,Maison d'hôte,,,,
Casablanca,Regency Palace,Maison d'hôte,parkregencycasa@yahoo.fr,022/29.02.02/29 03 03/29 06  /10,022/29.01.40,Route d'Azemmour Dar Bouazza
Casablanca,Ambassadeur,Résidence hôtelière,,022-27-78-58,022-27-78-75,"4,Rue El bouhtouri (exTurin) Gautier"
Casablanca,Byblos,Résidence hôtelière,byblos_suites@yahoo.com,022/20-70-71,022/20-75-65,222.Bd  zerktouni
Casablanca,Casablanca,Résidence hôtelière,info@residence-casablanca.ma,022 /97 20 52,022/ 97 20 31,Quartier Florida 120 Sidi Maârouf
Casablanca,Suitecom,Résidence hôtelière,,05.22.20.26.66.,,
Chefchaouen,Khaldi,1*,,,,
Chefchaouen,Madrid,1*,hotelmadrid@menara.ma,039/98-74-96,039/98-74-98,Av .Hassan II Place AlMakhzen 
Chefchaouen,Sevilla,1*,hotelsevilla@live.fr,0 39 98 72 85,,Av Zerktouni 
Chefchaouen,Zouar,1*,,0 39 98 66 70,0 39 98 66 70,
Chefchaouen,Loubar,2*,,0 39 98 75 64 ,0 39 98 68 96,
Chefchaouen,Riad Atlas chaouen ,3*,achaouen@hotelsatlas.com,05 39/98.60.02 /98.62.65,05 39/98.71.58,Rue Sidi abdelhamid n° 13 chaouen 91000
Chefchaouen,Parador,4*,parador@iam.net.ma,0539/98-63-24,0539/98-70-33,Place Elmakhazen 
Chefchaouen,Dardara,Auberge,,0 39 70 70 07,0 39 98 88 32/25,
Chefchaouen,Casa Hassan,Maison d'hôte,,,,
Chefchaouen,Dar Annasr,Maison d'hôte,,,,
Chefchaouen,Dar Baybou,Maison d'hôte,,,,
Chefchaouen,Dar Chaouen,Maison d'hôte,,,,
Chefchaouen,Dar Dalia,Maison d'hôte,,,,
Chefchaouen,Dar el baraka,Maison d'hôte,,,,
Chefchaouen,Dar Hadra,Maison d'hôte,,,,
Chefchaouen,Dar Meziana,Maison d'hôte,,,,
Chefchaouen,Dar Palma,Maison d'hôte,,,,
Chefchaouen,Dar yazid,Maison d'hôte,,,,
Chefchaouen,Dar Zman,Maison d'hôte,,,,
Chefchaouen,Hicham,Maison d'hôte,,,,
Chefchaouen,Riad assilah chaouen,Maison d'hôte,,,,
Chtouka Aît Baha,Targante,2*,,,,
Chtouka Aît Baha,Al Adarissa,3*,,028/25-44-61a 64,028/25-44-65,Bd Med V Ait baha
Chtouka Aît Baha, el khasbah Tassila,Auberge,,028/26-00-47,028/26-00-46,"Massa,Douar Tasslla "
Dakhla,DOUMES,2*,,028/89-80-46,048/89-80-45,BP. 49  Av. Al Walaa
Dakhla,Taourek,3*,,,,av MY RACHID
Dakhla,Bab Al bahr,4*,,,,av el moukawam
Dakhla,SAHARA REGENCY,4*,SAHARAREGENCY@YAHOO.FR,028/83-30-71 028/93-15-55,028/89-70-45,"Av ,El Walae"
Dakhla,Dakhla Attitude,Hôtel club,,,,pk25 argoup
Dakhla,Ocean Vacabond,Hôtel club,,,,
Dakhla,Calipau Sahara,Maison d'hôte,,,,
El Hajeb,Chene vert,motel,,,,
El Jadida,Alkhansa,1*,,023/35.20.17,023/35.20.17,59 Rue Abdelmoumen Mouahidi 
El Jadida,FLORENCE,1*,info@florencesidibouzide.com,023/34.89.96,023/34.85.55,14-15 Lot Smara Sidi Bouzid 
El Jadida,H Oscar,1*,,023 34 49 53,023 34 49 53,la nuit d'oscar imm Hilali Av Med VI  El J adida
El Jadida,La Brise,1*,,023/34-69-17,023 34 69 63,"Km 37, Routz Oualidia Oulad Issa"
El Jadida,LE RELAIS,1*,,023/34.54.98,023/34.50.63,Km . 26 Route Oualidia 
El Jadida,Palais Andalous,1*,,023/34-37-45,023/35-16-90,Rue Docteur Delanoê
El Jadida,Royal,1*,,023/34.11.00,023/34.00.60,"108, Av. Med.V"
El Jadida,L'Araigneé,2*,,023/36.64.47,023/36.61.44,Oualidia Plage 
El Jadida,Provence,2*,,023/34.23.47,023/35.21.15,"42, Av. Fkih Er-rafy"
El Jadida,Club La Perle,3*,hotelbeachlaperle@yahoo.fr,023/31.84.04  023/34.84.17 023/34.80.10,023/34.83.90,BP95 Station Balnéaire Sidi Bouzid El jadida 
El Jadida,Doukala,3*,,023/34-37-37,023/34-08-02,Av. de la ligne Arabe
El Jadida,Elmourabitine,3*,elmorabitine-hotel@tiscali.co.uk,023/37-94-30  023/35-40-46,023/35-23-40/35-35-21,Angle Av .Med VI et Av .Ennakhil 
El Jadida,Hippocampe,3*,hotelhippocampe@hotmail.com,023/36-64-99,023/36-64-41,Ventre Balnéaire oualidia
El Jadida,Ibis Moussafir,3*,H5708@accor.com,023/37-95-00,023/37-95-01,Place Nour El Kamar RT de  Casablanca 
El Jadida,Art suites hotel,4*,,,,avenue ibn khaldoune
El Jadida,Beach view,4*,,,,stb oualidia
El Jadida,Pullman mazagan ex Sofitel,4*,royal-hotel@menara.ma,023/35-41-41,023/35-34-73,108 Av. Mohamed V  El Jadida 
El Jadida,La sultana,5*,,,,
El Jadida,Dar Al manar,Maison d'hôte,contact@dar-al-manar.com,023 /35 16 45,,centre balneaire haouzia
El Jadida,Dar Beldi,Maison d'hôte,darbeldi@menara.ma,0 23 36 62 88/0 62 06 18 65,,BP 88 24 250 Oualidia
El Jadida,Dar del mare,Maison d'hôte,,0523 37 28 07 ,,cite portugaise d'el jadida
El Jadida,Dar lekbira,Maison d'hôte,,,,medina d'azemmour
El Jadida,Dar wabi,Maison d'hôte,,,,"78 derb jemaa,impasse sidi kacem.ancien medina azemmour"
El Jadida,Issa Blanca,Maison d'hôte,issablanca@hotmail.fr,023/36 61 48/0 70 75 18 21,023 /36 61 48,centre balneaire oualidia
El Jadida,la maison des epices,Maison d'hôte,,,,"16, rue ben driss quartier kalaa"
El Jadida,La villa,Maison d'hôte,,,,el jadida
El Jadida,Mziouka,Maison d'hôte,mziouka-sarl@menara.ma,023  34 80 80,023 34 85 85,Centre balnéaire Sidi Bouzid 
El Jadida,Oum errabia,Maison d'hôte,contact@azmmour-hotel.com,0 23 34 70 71,0 23 34 77 05,17 derb chtouka -Azmmour
El Jadida,Riad Azama,Maison d'hôte,riadazama@menara.ma,0 23 34 75 16,0 23 34 75 16,"17, unpasse Bentahar 24100,Azmmour"
El Jadida,Riad sept,Maison d'hôte,,,,"2 derb chtouka , medina d'ezemmour"
El Jadida,Soleil dOrient,Maison d'hôte,,,,131 derb el hajjar
El Jadida,Zomroda,Résidence hôtelière,,,,centre balneaire sidi bouzide
Errachidia,Dar Lamrani,1*,,,,
Errachidia,Errachidia,1*,,035/57.04.53,035/76.09.08,N° 31 Rue Ibn Battouta Errachidia
Errachidia,Hamada Guir,1*,,035-78-80-85,035-78-06-14,Place 03 mars Boudenib
Errachidia,Kasbah juracique,1*,kasbahoteljurassique@yahoo.fr,035-57-39-23,035-57-25-21,Gorge du Ziz Tammarrakcht B.P N° 520 Boutalamine Errachidia
Errachidia,Mdaghra,1*,,035/57-40-47,035/57-40-49,102 Rue M'Daghra Oued Lahmer Errachidia.
Errachidia,Milano,1*,,0 535 57 00 61,,Avnue Mly Ali Cherif N°32
Errachidia,Chez Gaby ex farah zoua,2*,,035/57- 62- 30,035/57-62-30,Av. Mly Ismail BP.63 Erfoud 
Errachidia,EL gola,2*,,,,
Errachidia,H  Ziz,2*,,035/57-91-54/035/57-68-11,035/57-68-11,Bv. Med. V Erfoud
Errachidia,Kasbah Ennasra,2*,,,,
Errachidia,Asmaa,3*,asmbivouac@yahoo.fr,035/77-40-83,035/57-54-94,"Bd, 49 Route de Rissani km5"
Errachidia,Jnane la kasbah,3*,,,,
Errachidia,Le riad,3*,,035/579-10-06/07,035/79-10-08,Zone Touristique C.U
Errachidia,Tafilalet,3*,hoteltafilalet@grouptafilalet.ma,035/57-65-35/035-57-68-81,035/57-60-36,Bv. Mly Ismail Bd 44 Erfoud
Errachidia,Belere,4*,BELEREHOTELS@IAM.NET.MA,035/57-81-90/91/95,035/57.81.92,BP. 195 Route de Rissani Erfoud
Errachidia,Kasbah Hotel chergui,4*,info@hotelchrgui.com,0 35 57 85 04/03,0 35 57 81 70,
Errachidia,Kenzi El Ati,4*,athotel@iam.net.ma,035/57-73-73/035-57-74-01,035/57-70-86,Route Rissani BP. 188 Erfoud
Errachidia,Palms  Hotel Club,4*,palmotel@iam.net.ma,035/57-61-44/45,035/57-61-70,Route de Rissani B.P 70 Erfoud
Errachidia,Riad Salam,4*,Salamer@iam.net.ma,035/57-66-65/035-57-64-25,035/756426,Av.Mly Ismail/Route de Rissani Erfoud
Errachidia,Rissani,4*,Kenzi @menara.ma,035/57-21-86/57 25 84 ,035/57-25-85,"Av. My Ali Chérif, B.P 3 Errichidia"
Errachidia,xaluca,4*,xaluka@xallucamaadid.com,035/57.84.50,035/578449,Km 7 vers Erfoud B.P 104 Erfoud
Errachidia,Auberge Tizimi,Auberge,katizimi@jam.net.com,035/57-61-79/035/57-73-74,035/57-73-75,"BP, 94 Route de Jorf Erfoud"
Errachidia,Dar Eljanoub,Auberge,Darjanoub99@yahoo.fr,035/577852,035/577852,"Hassi labied Commune Rurale de Taouz, Errachidia"
Errachidia,Derkaoua,Auberge,aubergederkaoua@hofmail.com,035/577140/067849876,035/577140,Merzouga Km23  PB 64 Erfoud
Errachidia,KanzErremal,Auberge,info@kanzerramal.com,066-03-91-78,035/5772-65,CR de Taouz Hassi labied PB 12 Merzouga C.P 52202
Errachidia,kasbah meteorite ,Auberge,Alnif-raid@msn.fr,035/78-38-09,035/88-42-89,CR d'Alnif
Errachidia,Kasbah said,Auberge,cafe-rest@camail.com,0661 70 30 82,0535 577154,Route de Merzouga Erfoud
Errachidia,Kasbat Dounia,Auberge,Mustapha.Banane@.caramail.com,035/36-83-95/61-84-76-04,035/36.86.88,"Kerrandou, Cercle de Rich"
Errachidia,Ksar Sania,Auberge,ksarsania@yahoo.fr,035/57.74.14/061-35-99-10,035/57.72.30,Ras El erg Merzouga CP 52 202 
Errachidia,Labelle Etoile,Auberge,xalluca@xallucamaadid.com,035-57-84-50-51-52,035-57-84-49,Erg Chèbbi Merzouga B.P 205 Erfoud
Errachidia,Les portes du desert,Auberge,www.lesportesduset.com,067-61-13-03,035-57-73-03/035-57-39-30,Douar Tanamouste CR de Taouz Errachidia
Errachidia,Palma Ziz,Auberge,info@palmaziz.com,035-57-61-60/061/703079,035-57-61-63,Ksar Ait Aimane EL Keng Errachidia
Errachidia,Riad Maria,Auberge,riadmaria@.com,062/23-26-47/062-34-25-70,035/57-65-60,Ras Erg Chebbi Merzouga BP 270 Arfoud 
Errachidia,Riad Nour,Auberge,,035/57-77-48,035/57-77-48,Commune Rurale d'Arab sebbah ziz Rass L'Hitt B.P 268 Arfoud
Errachidia,Tinit,Auberge,Tinit-auberge2000@yahoo.fr,035/79-17-59,035/79-18-11,"Zone Touristique de la Ville d'Errachidia Route de Ouarzazate B.P 591, Boutalamine, Errachidia"
Errachidia,Tombouctou,Auberge,,035-57-70-91,035-57-77-65,ksar Hassi labied Merzouga B.P 205 Erfoud
Errachidia,Ksar Asalassil,Maison d'hôte,info@hotelassalassil.com,0 535 57 82 27,,Route Errachidia L'haine BP251
Errachidia,KsarJallal,Maison d'hôte,fezna@menara.ma,035/78-95-07/061-08-16-49,035/78-95-18,Commune Rurale de Fezna El Jorf B.P 322 Erfoud
Errachidia,Les Palmiers,Maison d'hôte,lespalmiers.odile@menara.ma,0 535 78 40 04,0 535 78 40 04,Quartier Ouathmane Guelmima
Errachidia,Palais Masandoia,Maison d'hôte,,,,
Errachidia,Darna,Résidence hôtelière,,,,
Essaidia,Azur saidia renaissance,1*,,05/36/62/52/39,,"14,rue d'oujda Saidia"
Essaidia,Titanic,1*,madrane-voyages@menara.ma,0 536 62 40 71,,Boulvard Mohamed V Essaidia
Essaidia,Arimal,2*,,05/36/62/41/41,,Bd.Med.V Front de mer
Essaidia,Atlal,3*,atlalben@menara.ma,0 536 62 50 21,0 536 62 50 22,Boulvard Hassan II Essaidia
Essaidia,Iberostar,4*,,,,
Essaidia,Barcelo,5*,saidia@barcelo.com,05.36.63.00.63/64,0536.63.01.00,station balneaire saidiaH1
Essaidia,Be live grand Saidia,5*,reservas.saidia@belivehotels.com,05/36/63/33/66,,station balneaire Saidia
Essaidia, VVT banque populaire,Hôtel club,,,,
Essaouira,Aanbra,1*,,,,
Essaouira,Al arboussas,1*,,,,
Essaouira,Alfath,1*,,6 et 8 rue skala,0524 47 44 92,
Essaouira,Amana,1*,,,,
Essaouira,Bahja de Mogador,1*,,0 24 47 30 78,,Boulvard el akaba essaoura
Essaouira,Beau rivage,1*,,,,
Essaouira,Bleu Emraude,1*,,,,
Essaouira,cap-sim,1*,hotelcapsim@menara.ma,024/78-58-34,024/78.58.34,"11,Rue Ibn Rochd "
Essaouira,Chateau Mogador,1*,,0 24 47 69 00/,,"18,ru pricesse lalla hasna Quartier es dunes essaouira"
Essaouira,Coeur de  mogador,1*,,,,
Essaouira,Dar dayana,1*,,,,
Essaouira,Dar Driss,1*,,,,
Essaouira,Dar Mounia,1*,,,,
Essaouira,Dar naciria ex tafoukt,1*,essa@darnaciria.net,024-78-45-05/04,024-78-44-16,"58,Bd .Med V BP.38"
Essaouira,El andalous,1*,,024-47-29-51,024-47-29-51 ,Borj 3 Lotissement 4
Essaouira,La pergola,1*,,,,
Essaouira,le Mechouar,1*,mechouar.mogador@yahoo.fr,024.47.58.28,024/78.48.27,Av.Oqba Ibn Nafiaa
Essaouira,Les matins bleus,1*,,,,
Essaouira,Orsen welles,1*,,,,
Essaouira,Palais Essaouira,1*,,024/47.23.87,,5 Av .2 Mars 
Essaouira,Riad Azouz,1*,,,,
Essaouira,Riad Etoile Dessaouira,1*,,,,
Essaouira,Riad Gnaoua,1*,,,,
Essaouira,Riad jemalhi mogador,1*,,,,
Essaouira,Riad le grand large,1*,,,,
Essaouira,Riad Souiri,1*,,,,
Essaouira,Ryad sultana,1*,,,,
Essaouira,Sahara,1*,,024/47.52.92 024/47.22.92,024/47.61.98,Av.Okba Ibn Nafia BP .36 
Essaouira,Soleluna,1*,,,,
Essaouira,Souiri,1*,,0524 47 53 39 ,,37 rue attarine medina 
Essaouira,Tafraouat ,1*,,,,
Essaouira,Vague ocean bleu,1*,,,,
Essaouira,Villa Soleil,1*,,,,
Essaouira,Al Jasira,2*,aljazera@menarama,024.47.59.56 /78.44.03,024/47.60.74 024/47.65.93,"18,ruemoulay Ali chrif quartier des dunes"
Essaouira,Borj Mogador,2*,,,,
Essaouira,El Mehdi,2*,felixkarine@wanadoo.fr,024/47.59.43,024/47.59.43,"15,Rue Sidi abdessamih "
Essaouira,Ibis Mousafir,3*,h6810@accor.com,0 24 47 92 80/49 92 88 akram,0 24 47 92 81,Route de Marrakech Essaouira 44 000
Essaouira,Miramar,3*,hotelmiramar@menara.ma ,0 24 47 58 52 /54,0 24 47 58 52,"20, Bd Med  V  Esssaouira  Maroc "
Essaouira,Les Iles,4*,hoteldesiles@menara.ma,024 78 36 36 ,024 78 55 90,boulvard Mohamed V 
Essaouira,Ryad Mogador,4*,mogador@menara.co.ma,024/78.35.55,024/78.35.56,"Route de  Marrakech ,BP .368 "
Essaouira,Atlas Essaouira spa,5*,,0 24 47 99 99,0 24 47 99 50,
Essaouira,sofitel Mogador,5*,h2967@accor.com,024.47.90.00/,024.47.90.30/80,Av.Med V 
Essaouira,Du marabout,Auberge,,,,
Essaouira,la plage,Auberge,,,,
Essaouira,Ounagha,Auberge,,024/47.24.72 044/47.59.72,024/47.24.72 024/47.64.19,Centre Ounaga Commune Hade adka Km 25 
Essaouira, Le jardins de douars,Maison d'hôte,,,,
Essaouira,Casa Lila,Maison d'hôte,riadcasalila@hotmail.com,024-47-55-45,024-47-55-45,"94,Rue Mohamed El Qorri Bab Marrakech"
Essaouira,Dar Adul,Maison d'hôte,dar_adul@hotmail.com,061-24-52-41/024-47-39-10,024-47-39-10,"63 Rue Touahen, Essaouira"
Essaouira,Dar al Bahar,Maison d'hôte,daralbahar@yahoo.fr,024/47.68.31,,1 Rue Touahen Quartier San Dion
Essaouira,Dar Emotion,Maison d'hôte,,,,
Essaouira,Dar etto,Maison d'hôte,,,,
Essaouira,Dar kenvo,Maison d'hôte,,,,
Essaouira,Dar Lalla liouba,Maison d'hôte,lallaliouba@menara.ma,024/47.62.97 063/18.29.60,024/47.64.13,26-28 Impasse Mly Smail
Essaouira,Dar lauvier ,Maison d'hôte,,,,
Essaouira,Dar Loulema,Maison d'hôte,info@darloulema.com,024/47.53.46 061/24.76.61,024/47.53.48,2 Rue Souss
Essaouira,Dar Loussia,Maison d'hôte,info@dar-loussia.com,024/78.37.56,,4 Rue Med Ben Messaoud 44100
Essaouira,Dar Mimosas,Maison d'hôte,mimosas1@iam.net.ma,024/47.59.44   061/34.71.90,024/78.52.74,Route d'Agadir BP 133 
Essaouira,Dar Nafoura,Maison d'hôte,s.renan@menara.ma,024/47.28.55 061/69.70 .76,,30 Rue Ibn Khaldoun
Essaouira,Dar Nass,Maison d'hôte,contact@dar-ness.com,024/47.68.04,,1 Rue Khalid Ben Oualid BP 640 CP44100
Essaouira,Dar nor,Maison d'hôte,,,,
Essaouira,Heur bleue ,Maison d'hôte,,,,
Essaouira,La maison,Maison d'hôte,,,,
Essaouira,La maison du vent,Maison d'hôte,,,,
Essaouira,Lalla Mira,Maison d'hôte,lallamira@lallamira.ma,024/47.50.46,024/47.58.50,14 Rue d'ALGERIE 44100
Essaouira,Laquarelle,Maison d'hôte,,,,
Essaouira,Le douar des arganier,Maison d'hôte,,,,
Essaouira,Les terrasses,Maison d'hôte,terassesdessaouira@hotail.com,024/47.51.14,024/47.51.23,2 Rue Med Diouri 44000
Essaouira,Madada Mogador,Maison d'hôte,info@madada.com,024/47.55.12 061/77.53.13,,5 RueYoussef El Fassi
Essaouira,Maison du sud,Maison d'hôte,maisondusud@menara.ma,024/47.41.41,024/47.68.83,29 Av. Sidi Med Ben Abdellah
Essaouira,Palais des remparts,Maison d'hôte,,,,
Essaouira,Palazzo desdemona,Maison d'hôte,info@plazzo_defdemona.com,024/47.22.27,024/78.57.35,12-14 RueYoussef El Fassi 44000
Essaouira,Parfum d alchimie ex ocean,Maison d'hôte,hotel@oceanvagabond.com,0 24 47 92 22,0 24 47 42 85,BP 103 44100 Essaouira
Essaouira,Riad alkhansa,Maison d'hôte,,,,
Essaouira,Riad Almadina,Maison d'hôte,riadalma@menara.ma,024/47.59.07 024/47.57.27,024/47.57.27,"9, Rue Attarine"
Essaouira,Riad Asmitou,Maison d'hôte,,,,
Essaouira,Riad Baladin,Maison d'hôte,,,,
Essaouira,Riad chakir Mogador,Maison d'hôte,,,,
Essaouira,Riad chbanate ,Maison d'hôte,,,,
Essaouira,Riad chems bleue,Maison d'hôte,,,,
Essaouira,Riad Ezzahia,Maison d'hôte,zahia@essaouira.net.com,024-47-35-81,024-47-61-07,"13,Rue Med Douri Medina"
Essaouira,Riad inna,Maison d'hôte,,,,
Essaouira,Riad Lalla Mogador,Maison d'hôte,riadlalla@menara.ma,024/47.67.44,024/47.67.44,12 Rue de l'Iraq 44000
Essaouira,Riad les 2 mondes,Maison d'hôte,,,,
Essaouira,Riad Lotus,Maison d'hôte,,,,
Essaouira,Riad Marosko,Maison d'hôte,marosko2000@yahoo.fr,024/47.54.09,,66 rue d'Agadir 
Essaouira,Riad Mimouna,Maison d'hôte,infos@riad.mimouna.com,0 24 78 57 53 ,0 24 78 57 56,"62,rue d' oujda "
Essaouira,Riad Nakhla,Maison d'hôte,riad-nakhla@essaouiranet.com,024/47.49.40 / 47.52.30,024/47.49.40,12  rue d'Agadir(Quos Ben Attar)
Essaouira,Riad Zahra,Maison d'hôte,riadzahra@menara.ma,024/47-48-22,024/47-43-12,90 Quartier du Dune 
Essaouira,Riad Zalaka,Maison d'hôte,,,,
Essaouira,Ryad watier,Maison d'hôte,,,,
Essaouira,Tamayourt,Maison d'hôte,,,,
Essaouira,Villa Baghdad,Maison d'hôte,daheb@menara.ma,024/47.20.23,024/47.20.23,12-14 Baghdad Médina
Essaouira,Villa Daba,Maison d'hôte,,,,
Essaouira,Villa Damonte ,Maison d'hôte,villa.damonte@iam.nat.ma, 061/51.45.64,024/47.61.98,km 6route d'Agadir Centre Ghazoua BP 1160
Essaouira,Villa de lo ex Riad Gyvo,Maison d'hôte,contact@riadgyvo.com,024/47.51.02,,"3, Rue Med Ben Messaoud"
Essaouira,Villa Flora,Maison d'hôte,villaflora@menara.ma,024/47.39.46,024/78.47.91,7 quartier des dunes 
Essaouira,Villa garance,Maison d'hôte,,,,
Essaouira,Villa quieta,Maison d'hôte,,,,
Essaouira,Lune et toile,Pension,,,,
Essaouira,Riad el mess,Pension,,0524 47 63 74 ,0524 47 53 30 ,14 rue d oujda essaouira 
Essaouira,Sidi  magdoul,Pension,,,,
Essaouira,Vent des dunes,Pension,,,,
Essaouira,Villa amine,Pension,,,,
Essaouira,EssaouiraMogador,Résidence hôtelière,,0 24 47 36 67,,"24,hay tillal quartier des dunes essaouira"
Essaouira,Ryad Rebali,Résidence hôtelière,,,,
Fès,Amor,1*,,035/62-33-04,,"31, Rue Arabie Saoudite."
Fès,Boujloud,1*,,,,
Fès,Errabie,1*,,035/64-01-00,035/65.91.63,"Av. My. Rachid (Ex.Rte. De Sefrou) 1, Rue de Tanger"
Fès,Grand Hotel,2*,grandhotel@fasnet.net.ma,035/62-32-45,035/65-38-47,Bd. Chefchaouni
Fès,Jnane Sbile,2*,,,,
Fès,La Paix,2*,hotellapaix@iam.net.ma,035/62-50-72,035/62-68-80,"44, Av. Hassan II."
Fès,Narjiss,2*,hotelnarjiss@fr.st,035/73.09.14,035/73.09.19,2 route Sefrou Lot Hicham
Fès,Olympic,2*,,035/93.26.82,035/93.26.65,Bd. Mohamed V
Fès,Batha,3*,hotelbatha@menara.ma,035/74-10-77,035/74-10-78,Place de lbatha BP505
Fès,Fes inn,3*,fesinn@menara.ma,035/64-00-89,035/64.35.03,47 Rue n° 2 sidi Brahim
Fès,Menzeh Fes,3*,,,,
Fès,Mounia,3*,hotel.mounia.fés@menara.ma,035/65-07-71,035/65-07-73,"60, BDZerktouny"
Fès,Moussafir,3*,h2033@accor.com,035/65-19-02,035/ 65-19-09,"Av. des Almohades, Place de la Gare, 30 000."
Fès,Nouzha,3*,ametisnouzha@menara.com,035/64-00-02,035/64.00.84,"7, rue Hassan Dkhissi Place Atlas."
Fès,Perla,3*,contact@hotelperlamaroc.com,035/94-36-41à43,035/94.36.44,15 rue de la Jordanie Quartier la Gare (v.n)
Fès,Sidi Harazem,3*,sidiharazem@sogatour.ma,035-69-01-35,035-69-00-72,Centre Sidi Harazem
Fès,Splendid,3*,gunsplendid@menara.ma,035/62-21-48,035/65-48-92,"9, rue Abelkrim El Khattabi. BP 2077"
Fès,Zahrat Eljabel,3*,,,,
Fès,Jnan Palace,4*,jnan-palace@sogatour.ma,035/65-22-30,035/65-19-17,Av. Ahmed Chaouki
Fès,RoyalMirageExshe,4*,reservations.00318@sheraton.com,035/09-09- 20 LG,035/62-04-86,"Av.des F.A.R BP. 2489, 30000"
Fès,Sofia,4*,hotelsofia@yahoo.fr,035/62-42-65 à 68,035/62-64-78,"3, Rue Royaume d'Arabie Saoudite BP 2098"
Fès,TGHAT,4*,tghath@menara.ma,035/93-06-93/94,035/65-26-78,28/29 Av. des F.A.R.
Fès,Volubilis,4*,volubilis@fram.fr,035/62-11-26,035/62-11-25,Av. Allal Ben Abdellah
Fès,Wassim,4*,hotelwassim@hotmail.com,035/65-49-39 (LG),035/93-02-20,"Av. Hassan II, Rue du Liban"
Fès,Zalagh et annex,4*,menzeh-zalagh@iam.net.ma,035/62-28-10 /0535- 62-55-31,035/65-19-95  035/93-24-47,10 Rue Med Diouri 
Fès,Merinides,5*,merinides@menara.ma,035/64-52-26 / 64-62-18,035/64-52-25,Borj Nord Fès 
Fès,Palais Jamai,5*,H2141-GM@accord-hotel.com,035/63-43-31,035/63-50-96,"Bab Guissa, 30000"
Fès,Parc Zalagh,5*,zpp@zalagh-palace.ma,035-75-54-54,035-75-54-91,Route de Meknés Lot Oued Fès Face Marjane
Fès,Ramada ex Crawns,5*,crownpalace.bhc@crownpalace.ma,035-94-80-00,035-94-14-78,85 Av. des F.A.R ville nouvelle
Fès,Auberge jeu,Auberge,,,,
Fès,Dar al safadi,Maison d'hôte,chantalsafadi@wanadoo.fr,535637803,,n 4 cheq bdenjala ziat fés  Medina 
Fès,Dar alian,Maison d'hôte,,,,14 rue mustapha maârani V.N fès
Fès,Dar Anbar,Maison d'hôte,info@daranbar.com,035/63-57-85,035/63-57-85,"15, Derb El Mitr Zenjefour "
Fès,Dar andalib,Maison d'hôte,,05 35 76 45 63 ,,54 Gzam Berkouka Mokhfia  fes 
Fès,Dar Andalous,Maison d'hôte,dar.andalouss@menara.ma,035/74-07-00  35/74-10-81,035/40-71-25/035/63-73-09,14 Derb Bennani Douh Batha
Fès,Dar Attajalli,Maison d'hôte,,,,
Fès,Dar Dmana,Maison d'hôte,riaddardmana@menara.ma,035-74-09-17,035-63-85-71,20 rue Salaj douh batha Fes
Fès,Dar Elghalia,Maison d'hôte,darlghalia@hotmail.com,035-74-15-74,035/63.63.93,-15 Ross Rhi Prés du Place R'sif Médina
Fès,Dar Roumana,Maison d'hôte,info@darroumana.com,0 535 74 16 37 ,0 535 63 55 24 ,"30,derb el Amer Fes Medina "
